merchant_id,business_category,region,country,account_created,account_age_months,pricing_tier,monthly_volume_usd,avg_transaction_size,cross_border_enabled,churn_risk_score,has_premium_support,integration_type,dispute_rate,refund_rate
MD94E18A8ADB4,Gaming,Asia Pacific,JP,2020-03-23,71,preferred,12990.21,40.23,False,0.1655,True,API,0.0366,0.0831
M1CECC7A77928,Food & Delivery,Europe,DE,2022-07-11,43,standard,1463.72,37.34,False,0.212,False,API,0.0087,0.0429
M018B59CE1FD6,E-commerce,Asia Pacific,IN,2024-05-01,21,standard,6339.21,147.19,False,0.1767,False,Hosted,0.002,0.0341
M242C100DC94F,Healthcare,North America,CA,2025-05-26,8,standard,1659.36,13.08,False,0.2498,False,API,0.0059,0.1163
M944BDD963674,Entertainment,Europe,DE,2024-07-30,18,standard,473.94,25.27,True,0.2792,False,SDK,0.0112,0.0529
MC0A271BC0ECB,E-commerce,Latin America,CO,2023-06-06,32,standard,285.95,8.68,True,0.2289,False,SDK,0.0267,0.0487
M4079016D9402,Food & Delivery,North America,CA,2023-11-03,27,standard,2677.26,9.45,False,0.2039,False,Hosted,0.0122,0.1251
M0E9FA1F3E9E6,E-commerce,Asia Pacific,KR,2025-07-25,6,standard,5542.16,47.0,True,0.4646,False,Hosted,0.036,0.0357
M0829424FFA0D,E-commerce,Latin America,CL,2024-02-01,24,standard,9629.5,84.01,True,0.1665,False,API,0.0101,0.0104
M70222949CC0D,Gaming,Asia Pacific,JP,2025-10-23,3,standard,658.74,24.63,False,0.1111,False,Plugin,0.0858,0.0963
M71F6278D140A,Healthcare,North America,US,2023-05-07,33,standard,529.5,35.51,False,0.1718,False,Hosted,0.0047,0.0087
M459A4DDCB586,Travel,Europe,FR,2021-09-14,53,standard,714.59,35.67,False,0.1923,False,Plugin,0.0396,0.1599
M7C82FAB8C8F8,E-commerce,North America,MX,2025-06-25,7,preferred,18846.56,30.73,True,0.2573,True,Plugin,0.0069,0.076
M84438B7AAE55,Services,North America,MX,2024-01-02,25,preferred,10201.68,71.61,True,0.1222,True,SDK,0.0027,0.0468
MDC87C1374931,Food & Delivery,North America,CA,2025-09-23,4,standard,966.75,9.09,False,0.5002,False,Hosted,0.0047,0.0649
M2812E5CF6D8F,Subscription,North America,CA,2025-08-24,5,standard,1718.25,12.85,False,0.4282,False,Plugin,0.0102,0.0909
M286674E3082F,Digital Goods,Europe,UK,2023-12-03,26,preferred,25057.29,97.9,True,0.2715,True,API,0.0236,0.028
MA51FB975227D,Subscription,Europe,FR,2025-03-27,10,standard,532.76,102.84,False,0.1683,False,Plugin,0.011,0.0897
MA0833C8A1817,Gaming,North America,MX,2025-11-22,2,standard,2423.57,53.27,True,0.0762,False,SDK,0.0197,0.1037
M6F3E29A35278,Digital Goods,North America,MX,2021-07-16,55,standard,85.73,16.45,True,0.1571,False,API,0.0363,0.0877
M2DF45244F093,Travel,Latin America,CL,2023-11-03,27,standard,2071.27,68.54,True,0.3053,False,Plugin,0.0143,0.0426
M996009F23740,Food & Delivery,Europe,DE,2018-06-02,93,preferred,34332.54,9.09,False,0.267,True,Hosted,0.0005,0.0309
MD282EF263719,Entertainment,Latin America,CO,2024-01-02,25,preferred,10396.5,34.05,True,0.1022,True,Plugin,0.0298,0.0232
M5CAF41D62364,Food & Delivery,North America,CA,2025-04-26,9,standard,2508.38,13.01,False,0.1639,False,Plugin,0.016,0.0561
MFD5C905BCD8C,E-commerce,Europe,ES,2025-11-22,2,standard,473.55,98.22,False,0.4837,False,Hosted,0.0008,0.0388
M7940AB474683,Travel,Europe,ES,2025-03-27,10,standard,9065.72,165.16,True,0.4913,False,Plugin,0.0157,0.0827
MF93882CBD8FC,E-commerce,North America,MX,2024-07-30,18,preferred,51512.31,50.21,False,0.1246,True,Hosted,0.0203,0.0507
MA0872CC5B5CA,Digital Goods,Asia Pacific,JP,2025-03-27,10,standard,2339.38,9.59,False,0.2178,False,SDK,0.0218,0.0252
M4476B929E30D,E-commerce,Latin America,AR,2024-02-01,24,preferred,12087.52,29.54,False,0.0772,True,API,0.0148,0.0524
M535AB76633D9,E-commerce,North America,US,2025-09-23,4,enterprise,122382.21,245.31,True,0.5446,True,API,0.0119,0.1392
M7BB060764A81,Software/SaaS,Europe,FR,2021-12-13,50,standard,1538.4,47.98,True,0.2059,False,Hosted,0.0122,0.0676
MF29B38F160F8,Healthcare,North America,CA,2025-09-23,4,standard,692.36,59.55,False,0.3575,False,Plugin,0.0405,0.0498
MF09696910BDD,Healthcare,Asia Pacific,IN,2025-02-25,11,standard,8288.32,68.24,True,0.2532,False,Plugin,0.0359,0.0776
M50905D7B2216,Services,Asia Pacific,SG,2024-04-01,22,standard,1834.98,25.42,True,0.1553,False,Plugin,0.0043,0.0395
MDFD7468AC613,Gaming,MEA,NG,2024-11-27,14,standard,1968.21,17.04,False,0.2958,False,Hosted,0.0046,0.1501
MF3F1B7FC5A87,Entertainment,Asia Pacific,KR,2023-01-07,37,standard,3664.95,71.49,True,0.0617,False,API,0.0077,0.0306
M93FB9D4B16AA,Digital Goods,Asia Pacific,KR,2018-06-02,93,preferred,12949.17,14.85,True,0.0619,True,Hosted,0.0049,0.0192
M76CF99D3614E,Digital Goods,North America,US,2023-03-08,35,preferred,59250.6,106.57,True,0.1823,True,SDK,0.0137,0.0231
M1EE3DFCD8A06,Food & Delivery,Europe,UK,2025-11-22,2,standard,996.56,35.45,True,0.3146,False,Hosted,0.0567,0.0703
M2A50E9C2D6B8,Services,Europe,IT,2021-03-18,59,standard,5595.75,15.95,False,0.2627,False,API,0.0297,0.1062
MF9BE311E65D8,Digital Goods,North America,MX,2020-10-19,64,standard,6745.19,2.6,False,0.1913,False,Plugin,0.0011,0.0283
MDC960C46C38B,Subscription,MEA,ZA,2018-01-03,98,standard,3806.76,29.94,False,0.1307,False,Plugin,0.0194,0.0307
M4671AEAF49C7,Services,North America,MX,2025-03-27,10,standard,645.78,41.44,True,0.6393,False,Hosted,0.0126,0.1045
MBB7946E7D85C,Software/SaaS,Europe,DE,2025-09-23,4,standard,2631.13,21.61,True,0.1859,False,Plugin,0.0324,0.0635
M3546AB441E56,Entertainment,Europe,NL,2021-06-16,56,standard,2555.45,39.12,False,0.1267,False,Hosted,0.0164,0.1017
MC70DAF247944,Entertainment,Asia Pacific,AU,2025-07-25,6,standard,1982.29,49.2,False,0.2262,False,API,0.0039,0.0864
M17FAFE5F6CE2,Services,Europe,IT,2024-10-28,15,preferred,59825.42,47.64,True,0.0176,True,API,0.0038,0.0394
M4C22BD444899,Services,North America,US,2023-11-03,27,standard,687.68,33.92,True,0.0865,False,Plugin,0.0064,0.0427
M01E9565CECC4,Retail,Europe,ES,2022-08-10,42,standard,4727.33,76.82,False,0.0797,False,Plugin,0.0195,0.0279
MFE51510C80BF,Healthcare,North America,MX,2023-08-05,30,standard,1647.14,158.51,True,0.1093,False,API,0.0114,0.0691
ME077E1A544EE,Digital Goods,Europe,ES,2016-05-13,118,standard,1200.07,49.68,True,0.101,False,Plugin,0.108,0.0363
M28E209B61A52,Retail,Europe,IT,2022-06-11,44,standard,382.26,137.3,True,0.0938,False,Hosted,0.0018,0.0075
MFF49CC40A889,Services,Asia Pacific,JP,2025-09-23,4,standard,1352.93,70.75,False,0.1673,False,Plugin,0.0003,0.0513
M8EDD72158CCD,Subscription,Europe,ES,2025-12-22,1,preferred,22957.1,93.57,False,0.4239,True,API,0.002,0.0463
M9CB67FFB5955,E-commerce,Latin America,CO,2023-11-03,27,standard,286.96,9.38,True,0.0801,False,Plugin,0.0187,0.0333
M3D779CAE2D46,Food & Delivery,North America,US,2022-09-09,41,preferred,13661.81,22.13,False,0.1766,True,Plugin,0.06,0.0407
ME48E13207341,Food & Delivery,Europe,FR,2020-07-21,67,standard,3945.9,5.06,True,0.1581,False,Hosted,0.0262,0.1294
M05311655A15B,Healthcare,Europe,IT,2024-08-29,17,preferred,48377.77,98.03,True,0.2012,True,Plugin,0.0221,0.0588
MD10EC7C16CBE,Digital Goods,Europe,DE,2025-11-22,2,standard,857.37,8.82,True,0.266,False,Plugin,0.0071,0.046
M4F87658EF0DE,E-commerce,Europe,ES,2022-06-11,44,standard,594.07,3.37,False,0.2294,False,API,0.0147,0.1702
M33EBD5B07DC7,Education,Europe,IT,2025-01-26,12,preferred,18560.76,27.77,False,0.2493,True,SDK,0.0653,0.1411
M5E1B18C4C6A6,Services,Asia Pacific,KR,2025-10-23,3,standard,2526.21,22.12,True,0.1193,False,SDK,0.0221,0.0501
M674BFC5F6B72,Entertainment,Europe,ES,2022-04-12,46,standard,4388.97,19.7,True,0.1314,False,API,0.0069,0.0744
MA50ABBA8132A,Food & Delivery,Europe,IT,2023-10-04,28,preferred,31968.96,40.77,True,0.0645,True,SDK,0.0476,0.0194
M86109D400F0E,Healthcare,Europe,ES,2024-05-01,21,standard,6873.95,83.15,True,0.0914,False,Plugin,0.0206,0.1504
M82965D4ED815,Services,Latin America,CL,2023-09-04,29,standard,4588.71,28.01,False,0.1864,False,API,0.0057,0.1174
M0E55666A4AD8,E-commerce,North America,US,2024-05-31,20,standard,2253.18,156.47,True,0.1446,False,API,0.0199,0.1271
MC73DFE6C630E,Healthcare,Europe,IT,2024-06-30,19,preferred,57519.52,47.09,True,0.178,True,Plugin,0.0403,0.0425
MBCC0D4002887,Food & Delivery,Asia Pacific,AU,2024-07-30,18,preferred,16391.1,113.98,True,0.4737,True,API,0.0531,0.0366
M861DC9BD7F4E,Gaming,Latin America,CO,2024-05-01,21,preferred,11877.93,94.92,False,0.2472,True,Hosted,0.0069,0.0468
M3E313B9BADF1,Food & Delivery,Latin America,BR,2025-12-22,1,standard,1198.28,185.75,True,0.191,False,API,0.0338,0.0184
M8B0DC65F996F,Digital Goods,North America,US,2025-12-22,1,standard,3239.33,6.04,True,0.447,False,SDK,0.0043,0.099
MEE8374EC4E4A,Entertainment,Europe,IT,2025-10-23,3,standard,1890.63,81.75,False,0.094,False,API,0.0031,0.0263
MAF4732711661,Services,Europe,DE,2025-06-25,7,standard,8468.2,92.09,True,0.345,False,API,0.0061,0.0213
MB8C27B7A1C45,Gaming,Asia Pacific,SG,2024-05-31,20,preferred,12577.31,58.29,False,0.1738,True,SDK,0.02,0.0528
M980ECD059122,Healthcare,Asia Pacific,AU,2025-11-22,2,standard,1192.65,18.95,False,0.1191,False,API,0.0243,0.0678
MC26820B8A4C1,Healthcare,Asia Pacific,IN,2023-07-06,31,preferred,65490.41,30.45,False,0.0417,True,SDK,0.0203,0.021
M83ADC9225E4D,Gaming,Europe,NL,2019-02-27,84,standard,6014.29,49.77,False,0.0215,False,Hosted,0.0022,0.1232
M8D3369C4C086,Healthcare,Europe,NL,2023-03-08,35,preferred,10796.46,83.43,False,0.163,True,Hosted,0.0323,0.0624
MFB508EF074EE,Healthcare,Europe,ES,2020-03-23,71,preferred,49037.91,22.27,True,0.125,True,Plugin,0.0251,0.0732
MCF9A242B70F4,Entertainment,Latin America,CL,2022-10-09,40,standard,1400.8,174.97,True,0.055,False,API,0.0123,0.0488
MA9BE4C2A4041,Entertainment,Europe,DE,2023-08-05,30,standard,7610.07,15.25,False,0.0617,False,Hosted,0.0624,0.0585
M9683CC5F8956,Food & Delivery,Europe,NL,2025-10-23,3,standard,6638.55,9.27,False,0.2281,False,API,0.0198,0.0258
MEFFC299A1ADD,Entertainment,North America,US,2025-08-24,5,preferred,24641.92,12.46,True,0.1346,True,API,0.0202,0.1019
MCF1F78FE923A,Entertainment,Europe,IT,2021-04-17,58,standard,4492.18,108.14,True,0.2232,False,API,0.0205,0.0664
M6A5889BB0190,Subscription,Europe,FR,2024-06-30,19,standard,8022.88,8.51,False,0.0379,False,API,0.0306,0.0373
MA223C6B3710F,Healthcare,Asia Pacific,KR,2024-05-01,21,standard,3078.9,19.44,True,0.0207,False,Hosted,0.014,0.0566
M6C1DA886822C,Education,Europe,ES,2024-09-28,16,preferred,39774.07,74.85,True,0.0706,True,SDK,0.0699,0.1267
M0E3A37AA85A1,Food & Delivery,Asia Pacific,AU,2022-09-09,41,standard,603.9,39.91,False,0.3022,False,API,0.0295,0.0423
MD1EE59E20AD0,Entertainment,North America,US,2024-12-27,13,standard,2721.93,10.62,False,0.148,False,Hosted,0.0522,0.0058
M81CA0262C82E,E-commerce,North America,MX,2023-05-07,33,standard,3710.43,14.06,False,0.0519,False,Plugin,0.0081,0.0613
MF3BD5AD57C83,Services,North America,MX,2023-06-06,32,standard,3116.83,60.01,True,0.0177,False,Hosted,0.0138,0.0224
ME56B06C51E10,Software/SaaS,Europe,UK,2024-04-01,22,standard,1156.52,94.78,False,0.0527,False,Plugin,0.0079,0.0697
M792C7B5AAE4A,Digital Goods,Asia Pacific,IN,2023-01-07,37,standard,8347.25,23.32,False,0.1781,False,API,0.0067,0.0856
M70FEB62B69F1,Software/SaaS,Europe,FR,2024-02-01,24,standard,1290.93,46.83,False,0.2699,False,SDK,0.0061,0.0886
M79A49B3E3762,Software/SaaS,Asia Pacific,AU,2025-02-25,11,standard,428.15,19.86,False,0.2173,False,Plugin,0.0099,0.0263
MF52378E14237,Education,Asia Pacific,JP,2021-02-16,60,standard,353.71,18.87,False,0.1002,False,Hosted,0.0363,0.0477
M8D9A0ADB7C20,Software/SaaS,North America,MX,2025-05-26,8,standard,2209.75,21.55,False,0.2641,False,Plugin,0.0071,0.0389
MBAD5F33780C4,Travel,Europe,UK,2023-01-07,37,standard,5642.08,59.73,False,0.0735,False,SDK,0.0037,0.0374
MEA8FCD92D595,Software/SaaS,Europe,ES,2022-12-08,38,preferred,12911.19,32.55,True,0.0915,True,SDK,0.023,0.0915
MD82118376DF3,Retail,North America,CA,2025-08-24,5,preferred,10915.6,28.96,False,0.162,True,API,0.0286,0.0178
M4E0D67E54AD6,Retail,North America,MX,2017-02-07,109,standard,1090.83,58.66,True,0.0639,False,SDK,0.0187,0.092
MCD0DCE8FCA26,Services,North America,US,2025-10-23,3,preferred,23642.88,9.19,False,0.3466,True,SDK,0.0027,0.1899
M5CA3E9B122F6,Digital Goods,Asia Pacific,KR,2022-08-10,42,standard,4124.03,284.28,False,0.3111,False,Hosted,0.0186,0.0829
M86E8F7AB32CF,Services,North America,MX,2024-12-27,13,preferred,36129.44,156.78,False,0.4148,True,Hosted,0.0397,0.0113
M363763E5C3DC,Digital Goods,Europe,ES,2021-11-13,51,standard,809.84,62.46,True,0.044,False,API,0.0284,0.0562
M4FA7C6253611,Education,MEA,AE,2025-12-22,1,standard,5589.61,38.77,True,0.3907,False,Plugin,0.0163,0.0177
M0C0A7566915F,Entertainment,Europe,NL,2024-10-28,15,standard,6481.44,21.01,True,0.1298,False,SDK,0.0521,0.0575
M2BD7F907B7F5,E-commerce,North America,CA,2025-03-27,10,standard,1081.82,65.0,False,0.1396,False,Hosted,0.008,0.0989
M359F38463D48,Digital Goods,North America,CA,2023-12-03,26,standard,7229.01,112.85,True,0.0713,False,SDK,0.012,0.0224
M7F53F8C6C730,Food & Delivery,Asia Pacific,KR,2023-09-04,29,standard,8948.63,71.67,False,0.2556,False,Hosted,0.0306,0.0808
MC08268196360,Healthcare,Europe,UK,2025-01-26,12,standard,1859.69,77.38,False,0.3327,False,Hosted,0.0021,0.0085
MAD3019B85614,Retail,North America,CA,2025-07-25,6,standard,658.34,23.49,False,0.1457,False,Hosted,0.0016,0.0281
MF016E59C7AD8,Software/SaaS,Europe,NL,2024-12-27,13,standard,459.48,52.38,True,0.1153,False,API,0.018,0.0406
M14D9E8007C9B,Travel,North America,CA,2024-12-27,13,standard,7007.86,17.72,False,0.0796,False,Plugin,0.0474,0.0809
M0966289037AD,Gaming,Europe,ES,2025-11-22,2,standard,1295.8,35.44,True,0.5835,False,Hosted,0.0157,0.0116
M215A71A12769,Subscription,Europe,DE,2024-05-31,20,standard,2225.88,4.32,True,0.0942,False,Hosted,0.0193,0.0465
MD9731321EF4E,Subscription,Asia Pacific,AU,2025-04-26,9,standard,8453.07,6.92,True,0.0609,False,API,0.0354,0.0133
M602D1305678A,Software/SaaS,Europe,NL,2022-06-11,44,standard,916.22,31.47,False,0.3077,False,Hosted,0.0038,0.098
MF0DD4A99FBA6,Entertainment,Europe,IT,2025-12-22,1,standard,1729.89,15.11,True,0.4392,False,Plugin,0.0109,0.0467
M9701A1C165DD,Subscription,Europe,DE,2025-01-26,12,standard,7058.63,45.7,True,0.2078,False,Hosted,0.0072,0.0655
M28FC2782EA7E,Healthcare,North America,MX,2023-01-07,37,standard,3249.9,3.51,False,0.2054,False,SDK,0.0031,0.0339
M4EDAA105D5F5,Healthcare,North America,US,2023-03-08,35,enterprise,1015919.62,77.17,False,0.3023,True,Plugin,0.0107,0.0382
M186A157B2992,Services,North America,CA,2025-11-22,2,standard,1011.41,112.62,False,0.4497,False,API,0.0176,0.0759
M3DE2334A314A,Food & Delivery,North America,US,2025-04-26,9,standard,2720.31,131.09,False,0.4715,False,SDK,0.0735,0.0892
MB7087C1F4F89,Gaming,Europe,IT,2024-02-01,24,preferred,11682.26,28.4,False,0.127,True,Hosted,0.0161,0.0235
M46771D1F432B,Entertainment,North America,CA,2024-10-28,15,standard,1359.44,99.01,True,0.2989,False,Hosted,0.001,0.0529
M6D9C547CF146,Digital Goods,Asia Pacific,SG,2025-01-26,12,standard,7773.76,87.12,False,0.1546,False,Plugin,0.0086,0.1003
M7B5B23F4AADF,E-commerce,North America,US,2025-10-23,3,standard,8434.92,47.12,True,0.1056,False,Hosted,0.0474,0.0664
M512C5CAD6C37,Services,Europe,NL,2025-02-25,11,standard,9093.15,134.42,False,0.0813,False,Plugin,0.0026,0.0254
M54072F485CDB,Retail,Asia Pacific,IN,2023-06-06,32,standard,9334.13,37.78,False,0.1726,False,Hosted,0.0052,0.1076
M0E4E946668CF,Entertainment,MEA,AE,2025-10-23,3,standard,2660.46,25.06,True,0.2127,False,Hosted,0.0097,0.0548
M59F51FD69374,Services,North America,CA,2023-10-04,28,standard,1792.41,20.42,True,0.0421,False,Plugin,0.0035,0.036
M7A674153C63C,Gaming,Europe,ES,2021-11-13,51,preferred,80456.19,38.98,False,0.1248,True,SDK,0.0116,0.0426
MA60937EBA577,Gaming,North America,US,2024-05-01,21,standard,375.39,18.09,False,0.0644,False,API,0.0276,0.1941
M23AD3E314E2A,Travel,Europe,UK,2024-05-31,20,standard,770.98,23.52,False,0.1384,False,Hosted,0.0009,0.03
M9A1756FD0C74,Software/SaaS,Asia Pacific,KR,2024-02-01,24,preferred,82592.11,125.93,True,0.1516,True,Hosted,0.0158,0.138
M309928D4B100,Entertainment,Europe,ES,2024-08-29,17,standard,3214.21,44.5,True,0.1282,False,Plugin,0.0201,0.0728
M30C8E1CA8725,Digital Goods,Europe,FR,2022-08-10,42,standard,3686.36,9.03,False,0.0682,False,Plugin,0.0033,0.0231
M90DB9DA4FC54,Subscription,MEA,NG,2024-09-28,16,standard,2093.53,25.81,False,0.124,False,Plugin,0.0008,0.0319
M9AA42B31882E,Travel,North America,CA,2023-04-07,34,preferred,20568.73,13.93,False,0.0289,True,SDK,0.004,0.0392
M0ED942235739,Subscription,Asia Pacific,IN,2025-07-25,6,standard,2402.43,77.3,False,0.5234,False,API,0.0019,0.1037
M856FC81623DA,Healthcare,North America,MX,2024-11-27,14,standard,440.31,54.52,True,0.1574,False,Plugin,0.0386,0.0312
M489D0396E682,Education,Asia Pacific,IN,2023-05-07,33,standard,911.05,29.7,True,0.1046,False,Plugin,0.0083,0.0906
MA424ED4BD3A7,Entertainment,Europe,FR,2022-04-12,46,preferred,19835.09,9.4,False,0.1053,True,SDK,0.0247,0.1177
M299FB2142D7D,Healthcare,North America,US,2025-04-26,9,standard,229.12,62.47,False,0.2999,False,Hosted,0.0106,0.0991
M970AF30E4810,Digital Goods,North America,MX,2025-09-23,4,standard,4036.11,36.75,True,0.2328,False,SDK,0.0305,0.1807
M0663A4DDCEAC,Healthcare,North America,US,2025-07-25,6,preferred,10269.13,17.52,True,0.4825,True,SDK,0.0071,0.0287
M56352739F596,Healthcare,Asia Pacific,IN,2025-04-26,9,standard,939.46,16.7,False,0.2664,False,Hosted,0.0305,0.0014
M411AE1BF081D,Healthcare,Europe,NL,2025-08-24,5,standard,351.99,13.67,False,0.0128,False,Plugin,0.0076,0.0735
ME11943A6031A,Food & Delivery,Europe,DE,2025-12-22,1,standard,741.21,85.08,False,0.4392,False,SDK,0.0003,0.0502
M56468D5607A5,E-commerce,North America,MX,2025-11-22,2,preferred,23369.75,130.73,False,0.1332,True,API,0.023,0.0174
MB069B3415151,Software/SaaS,North America,CA,2024-06-30,19,standard,579.53,22.2,True,0.0561,False,SDK,0.0275,0.0895
M7895FC13088E,Travel,Europe,IT,2025-05-26,8,standard,114.31,51.91,False,0.4665,False,SDK,0.0267,0.0145
M1F3202D82018,Education,North America,MX,2022-03-13,47,standard,1239.97,17.28,True,0.2094,False,Plugin,0.0205,0.0478
MEAA32C96F620,Digital Goods,Europe,UK,2019-08-26,78,standard,5510.79,69.27,True,0.1519,False,SDK,0.0085,0.0234
MA8F8F6026402,Education,Asia Pacific,IN,2025-12-22,1,standard,4963.07,122.73,True,0.5223,False,SDK,0.0261,0.0769
MDB6EBD056699,Gaming,Europe,FR,2018-06-02,93,preferred,47148.81,32.88,False,0.3342,True,Hosted,0.0052,0.0339
M540AE6B0F6AC,Entertainment,Asia Pacific,KR,2024-06-30,19,standard,1358.17,50.35,True,0.0671,False,SDK,0.0154,0.0286
MF4A331B7A22D,Gaming,Europe,IT,2025-03-27,10,preferred,52942.23,10.48,False,0.0408,True,API,0.0114,0.1433
MB197FFDEF2DD,Retail,Asia Pacific,IN,2025-09-23,4,preferred,17782.8,12.77,True,0.4294,True,SDK,0.02,0.0552
MF69E505B0840,Education,Asia Pacific,IN,2024-09-28,16,standard,235.56,31.41,True,0.062,False,Hosted,0.0129,0.0159
M8FB5F8BE2AA9,Travel,Latin America,AR,2024-05-01,21,standard,756.36,10.22,False,0.0911,False,API,0.0075,0.1026
MAFE434653A89,Digital Goods,Europe,FR,2025-02-25,11,preferred,14950.15,68.49,False,0.0523,True,Plugin,0.0062,0.1055
MB265CE60FE4C,E-commerce,North America,CA,2025-09-23,4,enterprise,141211.53,13.0,True,0.2062,True,API,0.0182,0.0478
M8FB21EE7A220,Services,Asia Pacific,IN,2025-10-23,3,preferred,58428.42,37.27,True,0.3711,True,SDK,0.0091,0.0451
MC930EECD0193,Entertainment,Europe,UK,2025-10-23,3,standard,324.32,102.92,True,0.121,False,SDK,0.0105,0.1147
ME94F63F579E0,Subscription,Asia Pacific,SG,2024-03-02,23,preferred,25598.15,39.7,False,0.1015,True,SDK,0.0118,0.1273
M2DFFBC474AA1,Healthcare,MEA,SA,2024-11-27,14,standard,9426.9,57.69,False,0.0878,False,Plugin,0.0055,0.1171
MC5CC17E395D3,Subscription,Europe,FR,2024-12-27,13,standard,1713.14,12.22,True,0.1005,False,SDK,0.0013,0.07
M80A8155EB153,Travel,Asia Pacific,JP,2024-05-01,21,standard,1366.77,68.84,True,0.1333,False,SDK,0.0048,0.0466
M6786F3C62FBF,E-commerce,Europe,NL,2025-04-26,9,preferred,17241.51,74.96,False,0.4092,True,Hosted,0.0233,0.0113
M536A76F94CF7,Healthcare,Europe,NL,2024-07-30,18,preferred,12145.42,51.88,True,0.1924,True,Plugin,0.0197,0.0779
M3BBFDDE8842A,Entertainment,North America,MX,2024-05-01,21,standard,1427.59,9.88,True,0.1872,False,API,0.0246,0.0463
M0A1BF96B7165,Subscription,Asia Pacific,SG,2020-12-18,62,standard,4307.19,135.52,True,0.0961,False,Plugin,0.0049,0.1737
M5E76BEF6E019,E-commerce,Asia Pacific,SG,2024-09-28,16,preferred,10561.62,105.26,False,0.0647,True,API,0.021,0.0654
M01D8BAE291B1,Travel,Europe,ES,2025-11-22,2,standard,482.48,55.12,False,0.4125,False,Plugin,0.0041,0.08
M4DCAE38EE11D,Education,North America,US,2025-12-22,1,standard,1560.37,128.91,True,0.1765,False,SDK,0.0111,0.0603
M1ABB1E1EA5F4,Food & Delivery,North America,MX,2023-11-03,27,standard,8209.74,6.55,True,0.2512,False,SDK,0.0061,0.0244
M07042AC7D03D,Entertainment,North America,MX,2025-10-23,3,preferred,55954.11,78.31,False,0.5077,True,API,0.0219,0.0407
M95151403B0DB,Gaming,North America,US,2025-06-25,7,standard,382.77,49.49,False,0.3859,False,Plugin,0.0329,0.1309
MAD71C82B22F4,Food & Delivery,Asia Pacific,KR,2024-09-28,16,standard,1556.94,32.86,True,0.1457,False,Hosted,0.0045,0.0264
MFE70C36866AD,Gaming,Europe,NL,2021-11-13,51,standard,3265.0,181.83,True,0.2932,False,API,0.0045,0.0758
MC913303F392F,Education,Europe,FR,2021-03-18,59,standard,2286.32,17.48,True,0.1174,False,API,0.0005,0.0667
M372D3F309FEF,Services,MEA,ZA,2022-10-09,40,preferred,15846.1,34.73,False,0.2176,True,Plugin,0.0596,0.0828
M6D9CB7DE5E8A,Healthcare,North America,CA,2025-02-25,11,standard,1973.92,19.32,False,0.1168,False,Hosted,0.0041,0.0276
M0245952ECFF5,Subscription,Europe,IT,2020-02-22,72,standard,282.7,4.64,True,0.1272,False,Hosted,0.0098,0.1048
MCEC6F62CFB44,Retail,Latin America,BR,2025-09-23,4,preferred,15585.3,9.35,False,0.2301,True,SDK,0.0098,0.0367
M991DE292E76F,Gaming,North America,CA,2024-03-02,23,standard,9348.06,21.02,True,0.093,False,SDK,0.0024,0.0544
M42FFCF057E13,Travel,Latin America,CO,2024-02-01,24,standard,1478.21,23.59,False,0.1693,False,Hosted,0.0014,0.0643
M8B0D268963DD,Digital Goods,MEA,ZA,2024-04-01,22,standard,1317.69,6.51,False,0.2239,False,SDK,0.03,0.0309
MDAA96D9681A2,Entertainment,Asia Pacific,KR,2021-06-16,56,preferred,11994.86,9.88,False,0.058,True,Plugin,0.0638,0.0933
MAC796A52DB3F,Retail,Europe,NL,2024-12-27,13,standard,72.76,33.69,True,0.0725,False,SDK,0.0051,0.1687
M7D6044E95A16,Software/SaaS,Europe,FR,2022-11-08,39,enterprise,238830.17,45.58,False,0.0341,True,Plugin,0.0011,0.1106
M571D3A9420BF,Travel,Asia Pacific,AU,2023-04-07,34,standard,528.37,96.84,True,0.1768,False,API,0.0262,0.0115
M97275A23CA44,Retail,North America,CA,2025-08-24,5,standard,6741.78,45.98,False,0.2231,False,API,0.0234,0.0148
M78B9CAB19959,Services,North America,US,2025-08-24,5,standard,4241.9,58.37,True,0.3629,False,API,0.0165,0.0979
M83CDCEC08FBF,Services,Latin America,BR,2022-11-08,39,preferred,23721.88,30.7,False,0.1488,True,SDK,0.0046,0.0275
MDC09C97FD73D,Services,North America,US,2025-11-22,2,standard,378.18,192.75,True,0.2038,False,API,0.0058,0.0193
ME816C635CAD8,Subscription,MEA,SA,2021-10-14,52,standard,150.52,7.43,True,0.0881,False,SDK,0.0196,0.062
M4E8412AD4856,Travel,Asia Pacific,AU,2023-12-03,26,standard,293.93,9.99,True,0.1228,False,API,0.008,0.0774
MAB541D874C7B,Education,North America,CA,2025-04-26,9,preferred,65630.03,51.63,True,0.3954,True,SDK,0.0278,0.0909
MBFFC98347EE3,Services,Europe,UK,2024-10-28,15,standard,1893.51,17.03,True,0.1621,False,SDK,0.0133,0.0468
M729C68884BD3,Gaming,Asia Pacific,JP,2025-11-22,2,standard,943.98,44.45,False,0.5043,False,SDK,0.0212,0.0632
M7FB8CEB3BD59,Education,Europe,IT,2024-05-31,20,standard,3688.13,3.7,False,0.2056,False,Hosted,0.0023,0.1009
M86DF7DCFD896,Subscription,Europe,IT,2025-08-24,5,standard,2923.56,40.99,False,0.1458,False,SDK,0.0075,0.051
